CategoryDelivery,BrandID,Brand,total_observations,anomalies_count,median_ots,mad_ots,max_ots,max_z_score
Средства для умывания и ухода за лицом,198697,arko,22,1,4316.365,1755.8235,25807.523999999998,12.239931291499403
Средства для умывания и ухода за лицом,199204,avon (косметика),29,1,4604.934,2589.5510000000004,31584.963,10.418805808420068
Малая техника,201613,chayka,27,1,3308.122,1433.3700000000003,49814.04000000001,32.445159309878115
Женская гигиена,201299,carefree,11,1,4180.533,1436.987,21252.772,11.88057999132908
Женская гигиена,212517,momi,15,1,3140.894,998.9249999999997,12186.274,9.055114247816404
Товары для стирки,216365,reva care,27,1,3736.818,1320.7670000000003,19269.254,11.760163601907072
Товары для стирки,218341,sorti,13,1,2659.061,994.2650000000001,13876.492,11.282134038712012
Товары для стирки,221779,wonder lab,21,1,3764.183,1718.152,30987.012,15.844249519250914
Товары для ухода за телом,204574,eveline,15,1,3693.124,2107.412,25533.39,10.363548276274408
Товары для ухода за телом,209721,la roche posay,48,1,4299.393,2332.3650000000002,28360.632,10.316240811365288
Товары для ухода за телом,212359,mixit,83,1,4474.384,2146.66,26662.2,10.335971229724317
Товары для ухода за телом,217747,siberian wellness,34,1,2634.205,1146.7525,15431.704,11.159774232016062
Корм для кошек,215548,probalance,140,1,4044.3950000000004,2076.6795,29524.665,12.269717113305157
Корм для кошек,222423,zillii,14,1,2451.3525,805.0015000000001,17073.372,18.163965532983475
Корм для кошек,200020,best dinner,55,1,3287.964,1113.4409999999998,14375.346000000001,9.957763365997842
Смартфоны,219306,tcl (техника),10,1,3339.183,1728.9205,18032.13,8.498335811276458
Смартфоны,220943,vertu,35,1,3136.077,1843.8450000000003,25367.386,12.05703787465866
Товары для стирки,203761,e,33,1,3713.155,1831.4580000000003,49616.71,25.063940860232663
Товары для стирки,203798,easy clean,29,1,3717.97,2052.754,27522.539,11.596406096395379
Товары для стирки,204715,faberlic,47,1,4304.24,2135.787,27182.386,10.711810681495862
Корм для собак,215761,purina one,40,1,2936.6324999999997,1362.4694999999997,21266.449,13.453377488450204
Корм для собак,217889,sirius,42,1,3944.6189999999997,1667.0184999999997,30102.76,15.691572109127765
Корм для собак,221694,winner,74,1,3501.823,1305.994,52333.47,37.390406847198385
Корм для собак,227000,деревенские лакомства,12,1,3780.9125,1393.483,91741.812,63.12305173439504
Аудиотехника,221229,vivo (электроника),19,1,4870.924,2041.138,32004.954,13.29357936602033
Одежда,210440,lime (одежда),217,1,5297.859,3362.0250000000005,34326.012,8.634127646284604
Корм для кошек,200854,brit,78,1,3252.264,1748.931,37435.935,19.545465773092246
Корм для кошек,203590,dreamies,69,1,3423.544,1522.5439999999999,24259.458,13.684933900104035
Крупная техника,218117,smeg,38,1,3966.611,1826.3004999999998,26120.025,12.130212963310257
Детское питание,211214,mamelle,24,1,6782.1425,2994.4860000000003,52215.12,15.17221235965037
Малая техника,201899,cleanbot,10,1,3759.517,473.01800000000003,8617.462,10.270106000194495
Малая техника,202104,comfort (бытовая техника),16,1,3347.7704999999996,1419.2784999999994,20512.169,12.09374939449869
Малая техника,198738,arnica,16,1,5660.6705,2735.166,36457.623999999996,11.259628666048055
Одежда,210729,louis vuitton,40,1,3783.7965,1997.993,52342.185,24.30358289543557
Одежда,210965,maag,38,1,2924.6369999999997,1070.5209999999997,17647.272,13.752775517715211
Одежда,207978,innamore,14,1,3937.973,953.1429999999998,12087.574,8.550239575803424
Одежда,208279,jack wolfskin,29,1,2879.486,758.7719999999999,9173.132,8.29451534848413
Одежда,208520,jogel,20,1,4489.3985,1753.1495,43400.964,22.19523520384314
Одежда,206213,glenfield,47,1,3898.312,1214.9279999999999,23318.804,15.984891285738744
Товары для ухода за телом,203471,дав,14,1,5936.929,3936.511,44516.929,9.800556889082744
Аудиотехника,216063,razer,50,1,5833.851000000001,3608.6469999999995,61518.687,15.430945725641772
Аудиотехника,216353,retekess,12,1,2699.596,1769.0984999999998,60856.242,32.87360539845577
Малая техника,199295,bwell,16,1,3725.596,1000.0385000000001,26337.156,22.61068948845469
Малая техника,199357,babyliss,48,1,5153.449500000001,2382.4085000000005,35291.214,12.650124653265799
Малая техника,199691,bbk,50,1,4034.71,2124.328,65093.556,28.74266403304951
Малая техника,200563,boneco,18,1,2968.072,1481.1619999999998,16354.128,9.037536744799018
Малая техника,200746,bq,30,1,3643.977,1900.0535,19561.998,8.377669891926727
Средства для умывания и ухода за лицом,201308,careprost,24,1,2700.2475000000004,1920.4315000000004,23161.412,10.654462031059163
Средства для умывания и ухода за лицом,203515,dr kirov,11,1,2796.298,371.9989999999998,6567.077,10.13652993690844
Средства для умывания и ухода за лицом,203820,eat my,11,1,3900.026,2552.863,25420.724,8.430024642920516
Средства для умывания и ухода за лицом,204501,eucerin,83,1,3241.415,1400.002,23029.576,14.13438052231354
Смартфоны,214973,philips,34,1,2644.5119999999997,1278.5990000000002,21212.417999999998,14.522071423487736
Аудиотехника,339936,cmf,40,1,5957.313,3367.7405,51381.654,13.488076352676224
Аудиотехника,384603,tws pro,20,1,3562.4840000000004,1676.3385000000003,18200.445,8.73210333115895
Аудиотехника,219362,tecno,29,1,2786.691,1407.4119999999998,22128.253,13.742643945056603
Аудиотехника,220225,tronsmart,44,1,5565.948,2915.9664999999995,38694.882,11.36121899891511
Одежда,214000,oldos,11,1,3691.872,1963.9579999999999,21736.555,9.187916951380835
Средства для умывания и ухода за лицом,205874,garnier,55,1,5815.172,3092.7789999999995,31946.238,8.449056980793005
Средства для умывания и ухода за лицом,206128,gillette,69,1,2998.056,1847.5420000000001,27320.955,13.165004638595496
Макияж для лица,204574,eveline,40,1,3699.226,1687.249,18475.594,8.757668844373297
Макияж для лица,210920,luxvisage,74,1,4480.0195,2392.795,24561.721,8.392570821988512
Макияж для лица,212305,missha,17,1,3788.524,1427.6430000000005,24100.092,14.227343950833642
Макияж для лица,218679,stellary,19,1,5036.957,2022.2100000000005,23835.042,9.295812502163471
Макияж для лица,333315,belordesign,17,1,4486.828,2476.041,28037.225,9.511311403971096
Макияж для губ,217656,shik,27,1,3352.983,1642.8860000000002,17276.819,8.475229565532848
Макияж для губ,281254,love generation,13,1,4709.853,2741.758,28328.718,8.6144966112983
Макияж для лица,198806,art visage,17,1,3985.515,908.9879999999998,21585.91,19.362626349302744
Макияж для лица,199753,beauty bomb,17,1,3917.343,1304.0900000000001,43776.38,30.564636643176463
Одежда,211569,max mara,28,1,3260.276,1650.8720000000003,22767.182999999997,11.816123236689457
Одежда,211942,mixfix,20,1,3133.3695,917.1815000000001,11151.122,8.74172941778699
Одежда,212598,montana,41,1,3836.491,1859.326,49194.401999999995,24.394813496933832
Аудиотехника,222522,zqs,17,1,3991.164,2255.5960000000005,29732.972,11.41241959996382
Крупная техника,198817,artel (бытовая техника),14,1,4939.4665,2396.2870000000003,43348.032,16.028366176505564
Макияж для лица,203227,divage,18,1,3660.0519999999997,1784.953,19303.474,8.764052610909083
Средства для умывания и ухода за лицом,207362,holly polly,17,1,5207.16,2229.1530000000002,25705.425,9.195539740879157
Средства для умывания и ухода за лицом,207763,ig skin decision,15,1,2760.707,190.5,8645.806,30.89290813648294
Средства для умывания и ухода за лицом,209892,lanbena,13,1,3077.969,1001.9180000000001,21275.08,18.162275755101714
Средства для умывания и ухода за лицом,210303,levrana,37,1,2846.175,1447.3780000000002,19716.962,11.656102966882182
Средства для умывания и ухода за лицом,210685,loreal,59,1,3406.742,1574.9050000000002,30889.739,17.450574479095565
Средства для умывания и ухода за лицом,211475,maskoholic,26,1,4309.117,1490.4544999999998,27369.176,15.471830237018308
Средства для умывания и ухода за лицом,211883,mesomatrix,27,1,3734.289,1297.7900000000004,23095.884,14.91889673984234
Макияж для губ,209087,kiko (косметика),38,1,5289.1285,3745.373,46566.856,11.020992435199378
Краски для волос,199383,bad girl,12,1,3262.4610000000002,1092.8960000000002,12010.727,8.004664670746346
Краски для волос,204820,fara,34,1,2989.9795,1290.4315000000001,18002.457,11.633688033808845
Одежда,213292,neohit,18,1,4353.7735,2372.244,54646.596,21.200526800784402
Одежда,213678,nortfolk,18,1,4705.075000000001,2548.874500000001,28909.184,9.495998724142751
Одежда,213686,northland,56,1,4374.8385,2499.5780000000004,88191.09599999999,33.53216322915307
Одежда,213950,ohara,41,1,3493.518,1738.855,31466.097,16.086780668888437
Макияж для глаз,210920,luxvisage,104,1,4275.8695,2156.111,22683.994,8.537651586583436
Макияж для глаз,211623,maybelline,41,1,5218.449,3328.0409999999997,32550.588,8.212680973581756
Макияж для глаз,212359,mixit,22,1,3213.7690000000002,1314.5355,21825.966,14.158763304604555
Макияж для глаз,214279,oriflame,30,1,2355.992,814.3785,9190.128,8.391842368137175
Макияж для глаз,215730,pupa,18,1,3244.4475,1380.9545000000003,24511.51,15.40026300649297
Товары для ухода за телом,199172,avene,12,1,2618.988,1029.0334999999998,11387.752,8.52135911998978
Товары для ухода за телом,199204,avon (косметика),30,1,4261.5325,2073.6710000000003,33865.58,14.276154462303806
Макияж для глаз,281254,love generation,14,1,8044.5105,4314.3135,54472.288,10.761336073514359
Макияж для глаз,310049,refy,11,1,5097.907,2160.036,26573.584,9.94227735093304
Макияж для губ,199204,avon (косметика),22,1,4706.346,3141.8599999999997,30458.370000000003,8.196426320714483
Одежда,214971,philipp plein,16,1,3303.9425,1938.5685,26555.395,11.994135105362538
Одежда,215020,pierre cardin,22,1,3789.6795,1755.404,30888.536,15.43739019621694
Одежда,215328,pompa,23,1,3450.387,674.2650000000003,10107.11,9.872561974891173
Одежда,215929,raf simons,14,1,6044.787,2602.7400000000002,27434.569,8.218178534928574
Одежда,216138,red bull,13,1,8189.702,4493.285,46769.622,8.586127966510027
Краски для волос,224371,bielita,11,1,6119.078,1214.0720000000001,16691.632999999998,8.70834266830962
Средства для умывания и ухода за лицом,217968,skinphoria,11,1,2687.274,1589.3809999999999,28176.368,16.03712011154028
Средства для умывания и ухода за лицом,219550,the act,24,1,4332.9635,1792.6174999999998,34036.908,16.570152026296746
Средства для умывания и ухода за лицом,219598,the ordinary,28,1,7247.8315,4877.756,102559.66,19.5400976391603
Макияж для глаз,197397,7days (косметика),10,1,3581.241,1678.404,31592.616,16.689292327711325
Макияж для глаз,204439,essence,11,1,8787.3,6397.273999999999,95934.177,13.622501865638396
Макияж для глаз,204459,estel,18,1,2645.1915,1382.8894999999998,82833.424,57.98600141226035
Макияж для глаз,204549,eva mosaic,12,1,3725.886,1252.4654999999998,17199.934,10.758019282766673
Аудиотехника,218661,steelseries,19,1,10109.056,6320.575999999997,65810.15699999999,8.81266216876437
Аудиотехника,210219,lenovo,33,1,3688.669,1882.8059999999998,27948.282,12.884818191571517
Аудиотехника,211297,maono,12,1,7530.612499999999,3893.834499999999,46482.782,10.00355035633898
Аудиотехника,214199,oppo (электроника),14,1,4222.8145,2046.5490000000004,25935.874,10.609596691796773
Смартфоны,206401,google,31,1,5492.289,2434.3179999999998,27927.725,9.216312741392045
Смартфоны,207507,hotwav,34,1,3635.685,1649.463,17398.307999999997,8.34369913117178
Смартфоны,207778,iiif150,41,1,3490.966,1689.5120000000002,19806.89,9.657181481990063
Макияж для губ,211566,max factor,10,1,2994.822,1699.007,24108.568,12.42710948218577
Макияж для губ,214279,oriflame,10,1,4737.401,1394.6404999999997,26860.156,15.862693647574412
Одежда,425070,это база,17,1,3334.217,693.761,10426.829,10.223422763747168
Смартфоны,197715,agm,10,1,2061.681,760.5105000000001,135540.174,175.5117029942387
Одежда,232327,микки маус,22,1,2122.551,1218.5485,25529.255,19.20867655247206
Одежда,238975,техноавиа,35,1,3226.656,1796.7330000000002,22526.376,10.741562602790731
Одежда,281082,terranova,29,1,3955.574,1738.5520000000001,22721.812,10.79417699326796
Одежда,307268,corteiz,33,1,7007.798,4069.7599999999998,43550.124,8.978987950149396
Одежда,311317,nume,17,1,3849.532,870.998,12106.744,9.480173318423233
Одежда,220928,versace,27,1,4340.59,2834.228,36847.464,11.469392723521183
Одежда,221942,xiaomi,10,1,1782.261,657.5609999999999,7071.12,8.04314580700498
Одежда,225843,восток сервис,30,1,3375.2495,1197.5929999999998,27762.849,20.363846064564505
Одежда,228725,игра в кальмара,11,1,4304.953,1157.3700000000003,16358.062,10.414222763679719
Одежда,217894,sisi,16,1,3065.5375,783.9175,11527.102,10.793947704956198
Средства для умывания и ухода за лицом,214279,oriflame,15,1,4879.664,2547.1639999999998,26860.156,8.62939802855254
Средства для умывания и ухода за лицом,215778,pusy,12,1,4264.7155,2112.9850000000006,30580.751,12.45443554970811
Средства для умывания и ухода за лицом,216767,round lab,44,1,6679.853999999999,4194.1415,41517.51,8.306266252581132
Средства для умывания и ухода за лицом,217528,sesderma,48,1,4319.0695,2168.4484999999995,29728.371,11.717733439369212
Универсальные чистящие средства,237828,солита,15,1,3620.957,1816.9309999999998,26349.643,12.509383130124371
Макияж для глаз,207947,influence,31,1,4941.062,3145.479,42929.288,12.077087782178804
Макияж для глаз,209995,lavant,11,1,2345.794,886.7499999999998,9572.973,8.150187764307868
Крупная техника,231633,малютка,57,1,2693.17,1710.8650000000002,26440.008,13.880018587088987
Крупная техника,236949,саратов,36,1,5199.817,3236.4880000000003,31501.352999999996,8.126566821814261
Крупная техника,328664,razz,27,1,3748.033,1897.9889999999998,34010.956,15.944730448911981
Крупная техника,345610,daewoo (бытовая техника),22,1,3888.2435,1557.111,17510.14,8.748185903252882
Крупная техника,346934,мечта (бытовая техника),10,1,4052.3235,2658.6985,32285.352,10.619116270611354
Средства для умывания и ухода за лицом,220600,uriage,36,1,2852.2325,1219.7939999999999,19088.018,13.310268373184327
Средства для умывания и ухода за лицом,226172,гельтек,116,1,3550.4425,1610.0495,23821.472,12.590314459275941
Универсальные чистящие средства,344922,pinky clean,22,1,3687.611,1457.9699999999998,22008.477,12.566010274559833
Аудиотехника,206665,grundig,14,1,5276.9015,2719.7745,52769.04,17.46179269641656
Одежда,346866,силуэт,37,1,3590.296,1710.9729999999997,27522.559,13.987516459932452
Одежда,355027,softshell,33,1,3570.139,1788.633,19899.19,9.129346825201145
Одежда,362287,1000 каталог,61,1,3557.442,1479.7169999999996,16126.116,8.49397148238481
Одежда,392297,selsovet,15,1,2536.244,849.3000000000002,15137.33,14.837025785941359
Смарт-часы и браслеты,207328,hoco,12,1,4176.787,1589.4155,24270.285,12.642067477006483
Аудиотехника,197830,akg,20,1,5276.351000000001,2153.3894999999998,54450.882000000005,22.83587386304243
Уход за полостью рта,216387,revyline,34,1,5275.514,2930.367,43491.382,13.041324857944412
Корм для собак,208353,jarvi elaman,26,1,1930.8274999999999,663.8584999999999,12827.991000000002,16.41488886562423
Корм для собак,212555,monge,13,1,2951.008,994.7720000000004,15203.525,12.3169098044577
Крупная техника,220662,vaillant,18,1,3886.3630000000003,1623.6310000000003,50175.75,28.50979502115936
Крупная техника,221113,viomi,10,1,2613.4624999999996,130.95300000000043,7205.47,35.066073324016905
Крупная техника,215667,protherm,20,1,3921.45,1218.4340000000002,27631.89,19.459765567933918
Крупная техника,216114,realme,10,1,2968.9395,814.4000000000001,21574.788,22.84608116404715
Крупная техника,216181,redmi,13,1,2599.978,1383.363,25191.369,16.330775797820237
Крупная техника,216800,royal clima,23,1,3264.669,1934.705,33548.576,15.652984305100778
Аудиотехника,207645,hyperx,53,1,4232.598,2685.5299999999997,28204.352999999996,8.926265951227505
Аудиотехника,207655,hyundai,14,1,3958.2285,1998.7795,29802.83,12.930191399301423
Аудиотехника,201549,cgpods,21,1,3156.12,1689.4480000000003,34973.085,18.832757800180882
Средства для умывания и ухода за лицом,236248,рецепты бабушки агафьи,15,1,4059.7,1709.2219999999998,26386.952,13.062815713815995
Средства для умывания и ухода за лицом,237063,свобода,40,1,3242.186,1301.6980000000003,21697.569,14.177929903864024
Обувь,198580,ara,39,1,3200.328,713.81,11552.332,11.700598198400137
Обувь,198890,ascalini,18,1,3476.3325000000004,808.2040000000002,14707.516,13.896471064236254
Средства для волос,221547,wella,35,1,3835.423,1810.8630000000003,25574.56,12.004849069200706
Средства для волос,228578,золотой шелк,20,1,3758.9309999999996,1125.8650000000007,27134.892,20.762667815413025
Средства для волос,228905,индекс натуральности,19,1,2795.249,904.7909999999997,12522.211,10.75050702316889
Обувь,202087,columbia,106,1,3004.2349999999997,1515.5529999999997,17944.952,9.85826097800605
Универсальные чистящие средства,199407,bagi,30,1,1980.136,681.948,7596.71,8.236073718230717
Детские одежда и обувь,214407,outventure,15,1,3533.858,848.96,15392.935,13.96894671127026
Детские одежда и обувь,214807,pelican (одежда),25,1,3831.785,1066.154,12922.484,8.526628423285942
Детские одежда и обувь,219913,tombi,29,1,4395.741,1238.848,31253.889,21.679938136074806
Детские одежда и обувь,208792,kapika,65,1,3896.764,1484.3520000000003,41343.225,25.227480408959593
Уход за полостью рта,219103,synergetic,36,1,2992.8045,1111.2005,31864.446,25.982387066960463
Уход за полостью рта,223942,асепта,83,1,2944.865,1229.3100000000004,32281.472999999998,23.864288096574494
Подгузники,215035,pikool,10,1,3406.8465,2013.8595,27527.945,11.977547837870517
Смарт-часы и браслеты,197757,aimoto,36,1,5744.5885,3268.6205,38261.519,9.948212250397377
Смарт-часы и браслеты,200371,blackview,12,1,8761.9715,5531.1089999999995,65996.076,10.347672501120481
Аудиотехника,197539,aceline,16,0,2349.2045,1206.2424999999998,11453.868,7.547954495053856
Аудиотехника,198640,ardor gaming,16,0,3259.3265,1555.7205000000001,12726.301,6.0852669229466345
Аудиотехника,199071,atvel,10,0,3351.1800000000003,1340.8155000000002,13842.035,7.824234579627099
Аудиотехника,207014,haylou,26,0,4177.9045,2402.354,21469.956,7.197961457803471
Аудиотехника,206944,harman kardon,27,0,4328.902,2341.916,22208.259,7.634499700245438
Универсальные чистящие средства,336233,прогресс (бытовая химия),10,0,2291.3585,1258.3424999999997,5816.342,2.8012909839729647
Универсальные чистящие средства,240517,химитек,28,0,3199.84,1204.9700000000003,9810.822,5.486428707768657
Универсальные чистящие средства,234882,персоль,23,0,1885.041,747.5409999999999,6115.406,5.659040775021036
Универсальные чистящие средства,224842,бос,43,0,4204.871,1948.5770000000002,11976.132,3.988172394521745
Универсальные чистящие средства,221567,wellroom,60,0,3472.7200000000003,1710.5475000000001,13087.836,5.621075123608083
Универсальные чистящие средства,220503,unicum (бытовая химия),14,0,3484.52,1767.355,14182.044,6.052843939106744
Аудиотехника,214860,perfeo,13,0,2961.368,1569.5170000000003,12184.106,5.87616317631475
Аудиотехника,211992,microlab,30,0,5822.4815,2649.881,20548.658,5.557297289953776
Аудиотехника,217598,sharp,30,0,3423.7870000000003,1422.2055,10488.34,4.967322232968442
Аудиотехника,215806,qcy,13,0,4413.105,2160.4310000000005,8154.027,1.7315628224183044
Аудиотехника,219407,telefunken,11,0,2008.29,1188.989,8486.558,5.448551668686591
Дезодоранты,204686,exxe,11,0,9153.673,7248.679000000001,38664.004,4.071132271135195
Аудиотехника,349072,mchose,18,0,5677.012000000001,3792.7780000000002,29760.284,6.349771064902822
Детские одежда и обувь,200399,blessbox,44,0,3988.78,1752.6090000000002,14966.886000000002,6.263864900842116
Одежда,307273,cordillero,12,0,3556.3195,941.7660000000001,9873.605,6.707914174009255
Одежда,238021,сплав,21,0,3664.03,475.65700000000015,5862.021,4.620957959201691
Одежда,237479,сириус (одежда),12,0,3430.8095000000003,1221.8649999999998,9558.486,5.015019253354504
Одежда,237170,селтекс,12,0,3204.7465,1068.2765000000002,8418.8,4.880808947870704
Одежда,236255,ржд,17,0,3301.131,1815.357,8510.24,2.869468099112186
Одежда,235171,пожалуйста моя мелодия,10,0,3409.467,2066.0875,11380.717,3.858137663579108
Одежда,233717,новое время,11,0,2813.991,1060.354,10892.695,7.618874451362469
Одежда,233202,натали (одежда),29,0,3557.061,2104.481,11846.515,3.938954069910823
Смартфоны,198475,apple,14,0,2506.866,1298.1235000000001,11324.082,6.792278238549722
Смартфоны,197888,alcatel,39,0,2732.126,1215.9520000000002,12334.785,7.897235252707342
Смарт-часы и браслеты,343006,whoop,12,0,2704.5135,1025.4835,7803.635,4.972407162085006
Одежда,414795,charisma,30,0,4055.7495,1834.061,12828.264,4.783109449467602
Одежда,414125,labubu,17,0,3123.664,1058.3220000000001,10901.911,7.3496034288241185
Одежда,384096,charmstore,10,0,3308.975,1007.6629999999998,10363.523,7.000900102514432
Одежда,369033,ritter (одежда),21,0,3397.976,1922.3280000000002,11295.698,4.108415421301671
Одежда,348575,big boy,16,0,5162.6855,1952.9474999999998,10865.874,2.9202979086739407
Одежда,217050,salomon,14,0,2578.205,991.7589999999999,4794.192,2.234400696136864
Одежда,216326,reserved,24,0,6503.162,3352.4539999999997,31927.988,7.583944775976047
Одежда,216176,redfox,12,0,2592.9210000000003,584.1489999999997,3948.313,2.320284721877467
Одежда,215301,polo ralph lauren,111,0,5237.506,2782.178,25250.699,7.193354630796448
Смартфоны,207995,inoi,16,0,2733.2805,986.3564999999999,10127.106,7.496098520159801
Смартфоны,207328,hoco,36,0,3283.955,1542.7849999999999,10543.369,4.705395761561074
Одежда,220239,true religion,30,0,3951.9049999999997,2691.3779999999997,18423.732,5.377106820372316
Одежда,220173,tribuna,12,0,2869.2780000000002,820.1160000000003,8794.558,7.2249291563632445
Одежда,219800,tishka,40,0,4757.071,2878.179,27456.551,7.886750615580198
Одежда,218827,stussy,28,0,5509.786,3220.352,25349.018,6.160578719344966
Одежда,218803,strobbs,10,0,4240.4455,2043.1429999999998,11659.044,3.630973700812915
Одежда,217876,sinsay,29,0,4761.438,3447.888,25827.496,6.109844055259335
Одежда,221862,wrangler,51,0,4229.369,2077.665,16370.812,5.843792430444754
Одежда,221288,volkl,12,0,3387.844,1174.0285,7428.58,3.4417699399971977
Одежда,221201,vittoria vicci,24,0,3778.4235,1764.3379999999997,12514.001,4.951192741980279
Одежда,220252,trussardi,11,0,3234.114,1632.421,10520.556,4.463580167126005
Одежда,207892,incity,16,0,5829.0985,2385.583,23689.095,7.486638067088842
Одежда,211128,maison margiela,39,0,6837.764,2974.13,26654.734,6.663114927726764
Одежда,210933,lyle scott,20,0,7350.719,2725.9195,24014.313,6.1130176441380595
Одежда,210351,lichi,50,0,4487.8994999999995,2233.727,21677.13,7.695313930484792
Одежда,210116,lee,29,0,3390.993,1591.2509999999997,12257.876,5.57227175348201
Одежда,213098,napapijri,11,0,3462.378,1625.6070000000002,13307.95,6.056551183650168
Одежда,212892,mustang (одежда),16,0,4043.2865,1914.5745000000002,7965.164,2.0484329546852313
Одежда,212649,moremio,11,0,3543.515,1481.6300000000006,14376.7,7.311666880395238
Одежда,212611,moocie,30,0,4506.713,1817.3574999999998,18961.509,7.953743828608295
Одежда,212547,moncler,26,0,4980.12,2156.995,14241.892,4.293831000999075
Одежда,212170,minecraft,14,0,5246.4655,1873.8695,10717.684,2.919743610747706
Одежда,211867,merrell,13,0,5655.982,2490.374,17563.63,4.781469771207057
Одежда,211561,mavi,26,0,4292.6855000000005,2510.4525000000003,15459.954000000002,4.448309019987433
Одежда,214836,pepe jeans,28,0,3601.8275000000003,1094.666,7537.546,3.595360137247343
Одежда,214807,pelican (одежда),14,0,3640.3085,1909.1800000000003,9863.232,3.259474486428728
Одежда,213887,obba,20,0,3188.4025,1287.9235,7014.276,2.9705751156803952
Одежда,204208,emberens,22,0,7370.143,2995.7919999999995,28143.219,6.934084876386613
Одежда,203463,double bubble,28,0,3686.3050000000003,2326.6440000000002,17918.895,6.117218620467935
Смартфоны,220457,umidigi,27,0,5591.356,3722.804,24901.69,5.187040198731923
Смартфоны,220411,ugreen,31,0,4103.009,2457.624,9330.098,2.126887188601674
Одежда,207710,icepeak,17,0,4220.772,2764.408,26223.482,7.959284591854748
Одежда,207110,helly hansen,15,0,5214.271,2856.804,18202.338,4.546362648610125
Одежда,206633,grizman,10,0,3482.214,1449.223,11528.914,5.552423609064996
Одежда,206041,geox,14,0,1885.4615,973.7209999999999,9459.724,7.77867838939491
Одежда,210023,lawinter,14,0,2714.9375,1016.4644999999999,10507.431,7.6662721619889345
Одежда,209186,kira plastinina,16,0,5336.636,3229.5450000000005,12344.145,2.169813085124994
Одежда,208821,karl lagerfeld,42,0,4240.7155,2200.242,16764.336,5.691928660574608
Одежда,208810,kari,15,0,3878.27,1198.9720000000002,10694.6,5.685145274451779
Одежда,208506,jns,23,0,4213.771,1819.8419999999996,10845.627,3.6441932871095415
Одежда,208063,intimissimi,78,0,4286.606,2080.3289999999997,20861.728,7.967548402199845
Одежда,207941,infinity lingerie,28,0,5447.6065,2856.191,17059.816,4.065627788897872
Одежда,207900,indefini,13,0,3485.186,1382.7710000000002,9435.052,4.302857089134787
Одежда,201567,chanel,20,0,3211.916,1293.5255000000002,10575.526,5.692667056041801
Одежда,201312,carhartt,24,0,5967.8915,3465.1465,25764.794,5.713150223230102
Одежда,201146,calista,29,0,3677.54,1598.08,11132.292,4.664817781337605
Средства для волос,197432,911 ваша служба спасения,15,0,4334.526,2769.861,19554.608,5.494890176799486
Смартфоны,351906,pagraer,24,0,5384.987999999999,2946.6809999999996,16729.021,3.8497662285126903
Смартфоны,344878,tesla (смартфоны),11,0,2337.12,439.12800000000016,5614.509,7.463402470350328
Смартфоны,337819,zunyi,22,0,6125.2905,2543.5505000000003,24696.784,7.301405456663824
Смартфоны,317550,apple magsafe,26,0,5593.9439999999995,3525.1454999999996,26555.395,5.946265480389392
Одежда,203164,dime,28,0,5463.621499999999,2319.925,16899.549,4.929438451674084
Одежда,203158,dim,18,0,4319.4455,1315.1269999999997,13842.341,7.241046301992129
Одежда,202168,conte,66,0,3814.5975,1933.7395000000001,14312.082000000002,5.428592889580009
Одежда,202121,comme des garcons,10,0,6233.3345,4528.1255,11103.328,1.075498790835192
Одежда,201924,clever,23,0,3156.019,1427.5279999999998,10373.3,5.055789448613267
Одежда,206008,genshin impact,17,0,10405.93,7532.087,63737.052,7.080523897294335
Одежда,205459,forward,17,0,3890.754,1070.563,9266.795,5.021695126769746
Одежда,204715,faberlic,10,0,2601.0725,1608.1955000000003,10057.075,4.636253801232499
Обувь,328472,maison david,17,0,2867.262,1029.4880000000003,7160.466,4.170232193090156
Обувь,220680,valentino,12,0,3739.328,1477.4165,8905.799,3.4969631109440034
Обувь,220610,us polo assn,11,0,2463.359,1535.6209999999999,10079.68,4.959766114164888
Средства для волос,203339,dolce milk,14,0,4523.437,2995.0925,28079.424000000003,7.864861268892363
Средства для волос,202722,davines,11,0,6803.528,2823.617,18569.202,4.166880281567932
Средства для волос,201888,clean clear,17,0,4202.707,2367.8960000000006,11002.115,2.871497734697807
Средства для волос,200714,bouticle,15,0,2333.336,835.9129999999998,9012.074,7.989752522092614
Средства для волос,199674,baze,16,0,4230.407999999999,2335.7799999999993,11635.994,3.1704980777299245
Средства для волос,199204,avon (косметика),14,0,4503.473,2839.068,15753.493,3.962575042232169
Одежда,199880,belle you,14,0,3684.637,893.1205000000002,8257.564,5.12016799524812
Одежда,199669,baykar,14,0,3388.148,1209.1509999999998,10307.914,5.722830316478257
Одежда,199617,bask,11,0,4024.585,1637.183,10197.054,3.7701765776947354
Одежда,199522,bape,19,0,6006.926,2616.827,22228.768,6.1990502238015734
Одежда,198648,arena,10,0,5039.778,3020.506,10250.122,1.724990448620198
Одежда,197218,12 storeez,22,0,4124.744000000001,1779.322,12463.572,4.686519921633072
Одежда,201768,chrome hearts,27,0,5757.888,4005.85,30519.134,6.18127139059126
Обувь,217226,saucony,47,0,2932.9,1646.548,15372.8,7.555139601153443
Обувь,217007,sahab,16,0,5321.432,3642.879,29243.403,6.566776167970443
Обувь,216494,rio fiore,11,0,4072.585,1699.391,14551.844,6.166479050436302
Обувь,216290,rendez vous,41,0,3393.497,1536.9669999999999,11967.602,5.578587568893803
Средства для волос,208009,insight,17,0,4092.937,3022.884,20916.002,5.565236707726794
