CategoryDelivery,BrandID,Brand,total_observations,anomalies_count,median_ots,mad_ots,max_ots,max_z_score
Средства для волос,201908,клиар,109,5,3733.373,1745.162,36896.066,19.002644453638116
Одежда,197869,alaska (одежда),133,5,3166.165,1551.376,52373.976,31.718816714967875
Одежда,201090,cp company,168,5,2994.8075,1035.2115,31352.334000000003,27.392978632868747
Малая техника,205657,fujifilm,96,5,5180.4115,2503.5005,53311.4,19.225475888660696
Малая техника,205866,garlyn,101,5,3901.432,1600.3259999999996,31282.08,17.109418955887744
Средства для умывания и ухода за лицом,197680,librederm,109,5,3825.315,1586.3780000000002,50519.674999999996,29.434573600995467
Средства для мытья посуды,206519,grass,50,5,3048.9165000000003,1247.9074999999998,20716.986,14.158156353736159
Малая техника,209532,krups,53,5,3407.358,1350.063,27831.300000000003,18.090964643872177
Крупная техника,215406,pozis,67,5,3304.782,1141.1139999999996,23763.719,17.928915954058937
Туалетная бумага,214614,papia,104,5,3290.662,1602.9275000000002,29941.646,16.62644380360309
Средства для волос,219103,synergetic,50,5,3959.7795,1649.481,51491.832,28.816368603215196
Средства для мытья и ухода за руками,203471,дав,98,5,2760.7974999999997,1115.8215,22693.400999999998,17.863613042050183
Крупная техника,219238,tanix,144,5,4211.6915,1954.985,45250.450000000004,20.991853390179468
Аудиотехника,205023,fifine,113,5,7834.965,4507.214,117336.296,24.294682036397653
Уход за полостью рта,215446,president (личная гигиена),141,5,3445.816,1683.9959999999999,28571.062,14.9200152494424
Корм для кошек,205297,florida,59,5,2776.622,1129.8529999999998,122463.872,105.93170084957956
Корм для кошек,208353,jarvi elaman,58,5,2504.502,1300.695,32311.671000000002,22.9163401104794
Средства для умывания и ухода за лицом,217534,seveki,41,5,3906.668,1133.714,30907.325999999997,23.816110588737544
Товары для стирки,239819,ушастый нянь,166,5,3933.4629999999997,1619.0849999999998,36325.972,20.00667599292193
Малая техника,218117,smeg,36,5,3308.551,1721.6219999999998,30693.536,15.906502705007256
Малая техника,211422,marta,95,5,3212.556,1443.3340000000003,19540.424,11.312605398334686
Корм для кошек,236432,родные корма,21,5,4387.285,1629.962,44784.34,24.78404711275477
Корм для кошек,208828,karmy,56,5,1897.3915000000002,341.0860000000001,26404.164000000004,71.84924769706171
Подгузники,212517,momi,197,4,5327.046,2895.3120000000004,51226.688,15.853090098752741
Уход за полостью рта,209748,lacalut,83,4,3535.764,1426.1849999999995,22088.991,13.0089904184941
Уход за полостью рта,230130,корега,103,4,3572.708,1865.1600000000003,20188.777,8.908656093847174
Аудиотехника,197804,aiyima,25,4,2854.449,996.3820000000001,49621.542,46.93691074306842
Смартфоны,200746,bq,58,4,3171.3415,1616.247,26137.39,14.209491804161122
Смартфоны,198978,asus,74,4,3356.353,1581.7525,27339.823,15.16259338929447
Универсальные чистящие средства,234796,пемолюкс,106,4,3223.3559999999998,1406.8539999999998,29255.618,18.503883132151596
Одежда,325719,юнармия,31,4,4195.53,985.4899999999998,27658.199999999997,23.808125906909257
Одежда,220525,uniqlo,126,4,4165.9305,2131.3500000000004,24797.512,9.680053252633305
Смартфоны,222525,zte,110,4,3836.243,2131.4584999999997,104401.76999999999,47.181555258992844
Одежда,201926,clever wear,41,4,2797.749,1024.77,18964.14,15.775628677654497
Аудиотехника,217470,sennheiser,136,4,5179.943499999999,3295.621,85988.682,24.520033857048492
Обувь,202429,cropp,18,4,1603.379,200.97750000000008,26475.606,123.7562762000721
Обувь,206041,geox,59,4,3777.845,2286.5109999999995,105623.694,44.54203325503355
Средства для волос,212269,mirrolla,114,4,3522.4494999999997,1604.4065000000005,80129.754,47.74806415955057
Обувь,212377,mizuno,45,4,3988.314,1728.2549999999997,73898.022,40.45103760729754
Крупная техника,210250,leran,66,4,3716.6059999999998,1889.8849999999998,63309.578,31.532591665630452
Корм для кошек,214853,perfect fit,236,4,3437.6645,1673.4279999999999,39425.625,21.505532655124693
Обувь,210729,louis vuitton,25,4,1580.747,367.85699999999997,29634.275,76.2620474804068
Обувь,213937,off white,25,4,3170.445,1443.3969999999995,42343.581,27.139543729133436
Обувь,215963,ralf ringer,182,4,3295.866,1573.6864999999998,35598.735,20.526876858891526
Обувь,214718,patrol,55,4,3073.949,1002.069,41773.906,38.620052112179906
Одежда,198715,armani,104,4,3913.911,1593.507,23517.351000000002,12.30207335141923
Универсальные чистящие средства,200811,бреф,69,4,2902.491,1356.4260000000004,49839.11,34.603154908561166
Обувь,219669,thomas munz,190,4,2916.9844999999996,1199.2565000000004,19355.567,13.707311571794687
Обувь,219485,tervolina,81,4,3554.148,1022.9660000000003,20917.518,16.973555328329574
Обувь,219424,tendance,166,4,3475.9494999999997,1398.82,27290.164999999997,17.02450315265724
Крупная техника,199691,bbk,70,4,3140.476,1713.2055,39248.097,21.076059468639343
Обувь,371516,мир кожи и меха,71,4,2877.009,1293.325,16840.393,10.796500492915547
Крупная техника,197539,aceline,34,4,3548.727,1261.0935,22185.53,14.778288049220777
Одежда,216194,reebok,60,4,3847.4930000000004,1835.2475,24963.967,11.506063351128391
Аудиотехника,218147,smsl,14,4,2466.1735,1302.461,53943.320999999996,39.52298571703874
Одежда,219595,the north face,68,4,3341.8329999999996,1655.8204999999996,53550.124,30.322303051568703
Одежда,206703,guess,52,4,3445.8385,1142.1885,38618.874,30.794422724445226
Одежда,238815,телодвижения,121,4,4170.128,2318.9709999999995,26997.236,9.84363668195937
Средства для волос,219115,сьесс,64,4,3750.857,1313.6775,21007.456,13.13609999410053
Малая техника,215278,polaroid,91,4,4557.484,2457.7080000000005,53808.262,20.039312237255196
Малая техника,214062,olympus,33,4,2428.245,718.5909999999999,20636.114,25.338292575331455
Корм для собак,201536,cesar,46,4,2388.0175,674.9369999999999,44147.64,61.87188211640495
Крупная техника,207655,hyundai,96,4,3392.2524999999996,1727.0674999999997,54919.872,29.835324618175033
Универсальные чистящие средства,198259,amway,78,4,3585.093,1145.138,42266.625,33.778926208020344
Средства для волос,221279,vois,85,4,4899.676,2336.388,51578.004,19.978842555260513
Детские одежда и обувь,209960,lassie,127,4,4123.884,1976.525,45249.892,20.807228848610567
Детские одежда и обувь,217412,sela,94,4,3675.2855,1584.8829999999998,45652.582,26.48605386012722
Малая техника,208967,kenwood (бытовая техника),107,4,4268.307,1592.127,33393.909,18.293516786035283
Малая техника,208474,jimmy,14,4,2542.7735000000002,773.9875000000003,34726.801999999996,41.58210371614527
Средства для мытья посуды,198440,aos,97,4,3659.022,1592.076,26497.158,14.344878008336284
Средства для мытья и ухода за руками,219103,synergetic,57,4,2641.477,991.7460000000001,12641.12,10.08286698408665
Средства для унитаза,200811,бреф,107,4,3064.596,1441.722,48173.962,31.288532740708682
Крупная техника,210365,liebherr,68,4,2696.698,1293.6245,19799.154,13.220572121199003
Детское питание,213339,nestogen,179,4,4393.932,2006.58,28352.548,11.94002531670803
Детские одежда и обувь,230261,котофей (детская обувь),128,4,3466.2664999999997,1445.1714999999997,23997.285,14.206631185295311
Малая техника,216268,remez,23,4,2778.002,1376.175,28692.384000000002,18.830731556669758
Малая техника,216161,red solution,114,4,3716.6085,1913.2529999999997,59134.481999999996,28.965261520562102
Обувь,197915,alessio nesca,138,4,3222.6625,1336.6290000000001,19989.65,12.544234413588214
Корм для кошек,198071,alphapet,171,4,3889.118,1753.5929999999998,44784.34,23.320817316218758
Средства для умывания и ухода за лицом,199172,avene,48,4,2917.541,1213.4834999999998,23321.641,16.81448491059005
Средства для мытья посуды,219103,synergetic,191,4,3626.442,1691.243,35719.654,18.97610928766594
Средства для мытья посуды,205079,finish,160,4,4006.9089999999997,1821.6630000000005,32837.295,15.826410263588814
Малая техника,207655,hyundai,56,4,4492.8645,2754.736,52470.908,17.416566778086903
Товары для стирки,231230,лоск,85,4,2822.495,1150.042,25489.416,19.709646256397594
Средства для умывания и ухода за лицом,207724,icon skin,101,4,4340.574,1673.656,22877.525999999998,11.075724043650546
Средства для умывания и ухода за лицом,204715,faberlic,48,4,3573.288,1641.3780000000002,32172.942,17.424172859633792
Макияж для лица,204439,essence,75,4,7553.445,3738.044,99021.01499999998,24.469366866735648
Малая техника,204049,electrolux,60,4,3520.2165,1386.4885000000002,20197.103,12.028146284660853
Макияж для глаз,210685,loreal,112,4,4102.4165,2320.0080000000003,34828.2,13.243826529908516
Товары для стирки,234881,персил,357,4,3986.236,1944.2679999999998,79634.793,38.90850284014344
Средства для умывания и ухода за лицом,213159,natura siberica (косметика),35,4,3038.857,1604.518,49151.909999999996,28.739504947903356
Крупная техника,218981,supra,54,4,3542.2195,1496.7345,39802.21,24.226067148181592
Крупная техника,320820,neva (сантехника),79,4,2228.474,715.1770000000001,26506.164,33.94640767250625
Крупная техника,239355,триколор,120,4,3919.3360000000002,1962.3239999999996,101702.75399999999,49.830414345439394
Аудиотехника,208097,apple ipod,36,4,4177.2925,2015.3834999999997,34536.136,15.063556638227912
Аудиотехника,202845,defender,39,4,3036.427,1131.9329999999995,139257.498,120.34375797860832
Аудиотехника,209304,kz,38,4,2756.759,1331.5349999999999,34434.399,23.790317190310432
Аудиотехника,203262,dji,27,4,3267.452,795.2420000000002,13827.484,13.279016953329926
Аудиотехника,205014,fiero,74,4,2948.9655000000002,1973.8925000000002,162196.218,80.67676051254057
Уход за полостью рта,205913,gc,35,3,4426.806,2268.4359999999997,81742.818,34.08340019290825
Уход за полостью рта,200223,biomed,46,3,4034.5924999999997,1542.3949999999998,23165.073,12.403100697292201
Универсальные чистящие средства,366636,просто блеск,187,3,3634.962,1862.766,25568.515,11.774722643638546
Аудиотехника,205029,fiio,83,3,2913.034,1596.6560000000002,78960.951,47.62949376697297
Уход за полостью рта,214236,oralb,30,3,3234.0175,907.0094999999999,41329.524,42.00122104564506
Детские одежда и обувь,208810,kari,48,3,3560.457,1459.061,27500.25,16.40767109805553
Детские одежда и обувь,207097,hello kitty,22,3,4306.1415,1468.5804999999998,26500.006,15.112460297545832
Обувь,202430,crosby,51,3,4038.677,1445.574,21499.346,12.078709910388538
Обувь,199927,benetti,24,3,2639.2925,753.6454999999999,13304.176,14.151061075797577
Обувь,198395,anta,75,3,4627.905,2117.893,80930.40299999999,36.027550966927976
Средства для волос,213565,nivea,19,3,2859.755,271.96000000000004,10890.722,29.529956611266357
Обувь,205516,francesco donni,61,3,3208.508,1022.585,139688.49,133.46566006737825
Крупная техника,231292,лысьва,35,3,2997.077,1430.3140000000003,37483.72,24.11123921041114
Универсальные чистящие средства,236918,санокс,138,3,3282.8959999999997,1638.9954999999998,38572.676999999996,21.531347096438033
Универсальные чистящие средства,232669,мой рэббит,44,3,3048.0675,1195.5615000000003,18213.918,12.685127866696943
Универсальные чистящие средства,220737,vanish,107,3,3762.484,1917.4589999999998,25591.974,11.384592838751702
Одежда,334522,koton,75,3,3592.278,1429.6650000000004,26917.395,16.315092696540795
Аудиотехника,200640,borofone,26,3,3975.9825,2400.596,36552.318,13.570103216034685
Крупная техника,218635,starwind,19,3,3252.98,1050.453,30382.368,25.826370146974686
Крупная техника,222512,zota,33,3,3202.723,1683.684,50290.424999999996,27.96706626659159
Обувь,203522,dr martens,94,3,5149.866,2722.483,49809.08,16.40385412874938
Средства для волос,210685,loreal,112,3,3760.614,1797.69,30009.822,14.601632094521301
Одежда,217946,skims,205,3,6072.004,3392.156,54518.392,14.281886800017451
Одежда,220610,us polo assn,62,3,3793.2145,1553.2169999999999,36434.088,21.01501174658789
Одежда,220472,under armour,39,3,3259.901,1387.1949999999997,54140.349,36.67865584867305
Смартфоны,203416,doogee,106,3,4316.7885,2172.5649999999996,42459.526,17.55654606421442
Смартфоны,200640,borofone,12,3,2372.0625,1046.8355000000001,18536.82,15.441545018295614
Крупная техника,236542,ростелеком,32,3,2174.5575,639.3579999999998,28810.361,41.660233390369726
Крупная техника,209515,krona (бытовая техника),43,3,3551.049,1573.8419999999999,27632.744,15.301215115621519
Крупная техника,209232,kivi,14,3,3210.797,436.5875000000001,17872.212,33.58184785409568
Крупная техника,209227,kitfort,25,3,3772.278,909.3870000000002,14430.758999999998,11.720511729329752
Обувь,212343,miu miu,25,3,3785.757,2171.4790000000003,32301.840000000004,13.132101668954661
Малая техника,219742,timberk,34,3,5048.82,2275.2400000000002,131071.386,55.38869130289551
Товары для ухода за телом,224837,боро плюс,79,3,3567.725,1714.5049999999997,28796.853,14.71510902563714
Обувь,215716,pulse (одежда),29,3,4359.709,1765.6169999999997,32221.743000000002,15.78033854454279
Детские одежда и обувь,202423,crocs,137,3,3456.062,1461.9599999999998,20574.346,11.709132944813813
Корм для кошек,351777,гурмэ,82,3,2475.926,988.3849999999999,10970.906,8.59480870308635
Крупная техника,208964,kentatsu,45,3,3636.521,1973.9850000000001,29101.101000000002,12.900087893271731
Малая техника,217866,singer,67,3,3182.72,991.6100000000001,40082.416,37.21190387349864
Аудиотехника,214156,onkyo,22,3,4092.2749999999996,1869.1290000000001,38885.548,18.614698610957294
Аудиотехника,213703,nothing,54,3,5457.485500000001,2273.056,71187.59700000001,28.917066495502095
Аудиотехника,211308,marantz,41,3,3503.156,1491.232,21457.726,12.040091682581918
Аудиотехника,218365,soundcore,97,3,3819.433,2338.587,47714.7,18.769995300581076
Макияж для глаз,198806,art visage,40,3,5507.151,3610.6854999999996,54472.288,13.561174740918313
Малая техника,216800,royal clima,14,3,3584.5015,2565.7625,139637.966,53.02652310960192
Малая техника,216779,rowenta,88,3,4153.371,2250.1400000000003,57812.754,23.847130845191852
Малая техника,221762,wollmer,44,3,3905.376,1529.029,39602.232,23.34609480918936
Обувь,213686,northland,36,3,1919.924,677.725,25216.616,34.374845254343576
Обувь,213658,nordman,82,3,3406.116,1173.2715000000003,20033.62,14.171915025635581
Обувь,217930,skechers,74,3,3263.99,1625.6335,29857.944,16.35913260891831
Обувь,220409,ugg,84,3,3319.932,1740.0479999999998,25646.581,12.831053511167509
Товары для стирки,200144,bimax,81,3,3887.59,1774.4390000000003,27790.194,13.470513215726207
Крупная техника,202102,comfee,39,3,3872.862,1525.0320000000002,26916.66,15.110370143052734
Крупная техника,201358,carrera (бытовая техника),10,3,3180.6040000000003,908.309,22924.965000000004,21.737493518174986
Крупная техника,200746,bq,11,3,2169.945,554.1290000000001,23673.26,38.80561205062358
Корм для собак,227329,дилли,54,3,3860.1435,1738.4305000000002,34352.399999999994,17.540106722701882
Краски для волос,214517,палетт,137,3,3363.43,1637.4779999999998,19138.852,9.633974929739514
Женская гигиена,198121,always,128,3,3434.7515,1719.0914999999998,21345.732,10.418863975535917
Товары для стирки,232504,миф,58,3,2571.8145000000004,1357.2265000000004,16597.336,10.333957891332062
Макияж для глаз,218679,stellary,26,3,4947.9375,1693.94,41979.777,21.861364334037805
Малая техника,216387,revyline,30,3,3165.6405,1469.453,108328.348,71.56588710220743
Малая техника,219222,tamron,33,3,5008.224,2580.1899999999996,92317.114,33.83816308101342
Корм для собак,200854,brit,55,3,3312.672,1621.3219999999997,34763.33,19.39815656606153
Средства для волос,202134,compliment,38,3,3885.776,1828.8835000000001,29698.104,14.113708172226389
Крупная техника,211554,maunfeld,77,3,4454.69,2023.1359999999995,38407.866,16.782448634199582
Средства для умывания и ухода за лицом,240989,черный жемчуг,117,3,3206.542,1398.562,23960.288,14.839346414388494
Детское питание,224141,бабушкино лукошко,50,3,3496.061,1670.3225000000002,26555.395,13.805318434014985
Одежда,198615,arcteryx,22,3,4846.098,2598.8999999999996,41364.264,14.051393281773061
Смартфоны,373524,olmio (смартфоны),15,3,3682.411,1960.7920000000001,35444.558,16.198631471364628
Смартфоны,332007,tecno phantom,55,3,3602.326,1777.061,56059.716,29.519183640854198
Смартфоны,323182,rog,64,3,5225.6795,2683.2974999999997,39228.345,12.671970029413439
Малая техника,209316,kodak,13,3,3681.513,732.7110000000002,20737.088,23.277356283718948
Макияж для лица,215332,ponds,19,3,4949.86,2389.9139999999998,26784.275,9.136067239239573
Одежда,213383,new yorker,44,3,5131.788500000001,2376.687,40436.176,14.854453910001611
Корм для собак,232457,мираторг,93,3,2652.307,1230.7850000000003,21469.017,15.288380992618528
Макияж для губ,210970,mac,33,3,3807.862,1387.21,22589.355,13.539040952703626
Крупная техника,214553,panasonic,68,3,3172.721,1448.688,41906.22,26.736950261201862
Крупная техника,213652,nordfrost,37,3,2467.126,1303.5529999999999,91742.253,68.48599711710993
Одежда,205686,funday,161,3,4393.362,2019.69,26665.209,11.027359149176357
Одежда,205034,fila,75,3,2937.929,1545.5130000000001,32677.161,19.242304658712026
Одежда,204146,ellesse,43,3,4899.592,1960.4449999999997,24479.64,9.987552826016543
Смартфоны,217763,siemens,50,3,4017.917,2440.161,50338.014,18.982393784672404
Женская гигиена,311315,naturella,72,3,4120.88,2010.0255,34636.308,15.181612372579352
Корм для кошек,217889,sirius,127,3,3668.864,1594.2179999999998,27981.696,15.250631971286236
Крупная техника,216822,royal thermo,24,3,3017.3104999999996,605.8009999999999,13818.974,17.830382419309313
Женская гигиена,215732,pupi,29,3,3350.478,1731.564,50735.079,27.365203365281324
Одежда,207097,hello kitty,78,3,5422.612,3112.3720000000003,46063.316,13.057791292300532
Одежда,206697,gucci,64,3,3916.4350000000004,2200.53,65393.656,27.937460975310493
Одежда,211376,mark formelle,87,3,3259.289,1348.8470000000002,20076.261,12.467664605400016
Малая техника,204252,enchen,18,3,2754.177,1531.824,44005.641,26.92963682511829
Малая техника,203071,dexp,64,3,4536.089,2419.6965,48287.958,18.08155237650672
Малая техника,202929,demiand,204,3,3818.117,1644.6045,32066.32,17.176289496958084
Малая техника,202837,deerma,83,3,4315.605,2002.9889999999996,38352.969,16.993285534768294
Малая техника,201225,candy,13,3,2248.246,957.1780000000001,16078.899,14.449405439740568
Малая техника,199071,atvel,45,3,4336.01,1796.1369999999997,31471.512,15.107701695360657
Аудиотехника,225246,вега (аудиотехника),43,3,4907.152,2426.112,43859.814,16.055591003218318
Одежда,212343,miu miu,52,3,3658.2985,2278.953,35034.621,13.76786730573206
Одежда,211484,massimo dutti,34,3,3558.6369999999997,1511.0514999999998,31515.657,18.501698982463537
Одежда,214505,palace,22,3,5402.59,2527.3165,70526.196,25.767887005841967
Одежда,214181,oodji,143,3,3546.025,1717.113,29594.625,15.16999754821028
Макияж для лица,201439,catrice,82,3,4500.9475,2373.74,33874.467,12.374362609215835
Крупная техника,217763,siemens,52,3,3212.184,1394.6635,36519.98,23.882317132412226
Крупная техника,217598,sharp,41,3,3433.258,1695.6800000000003,24488.02,12.416707161728628
Смартфоны,217598,sharp,18,3,5032.4995,2827.8624999999997,118492.07500000001,40.12202697266929
Смартфоны,214336,oscal,16,3,2885.599,716.1529999999998,14935.29,16.825581963630682
Средства для умывания и ухода за лицом,204574,eveline,38,3,3921.4435000000003,1878.6545,25716.329,11.601327173250855
Средства для умывания и ухода за лицом,201481,celimax,100,3,5338.1145,2874.0849999999996,30449.538,8.737188879243309
Аудиотехника,203935,edifier,109,3,4961.827,3130.428,293730.784,92.24583890765096
Аудиотехника,197801,aiwa,38,3,3886.9525,1869.9795,59426.364,29.70054564769293
Аудиотехника,197175,1more,12,3,3354.5325000000003,2340.6130000000003,88351.1,36.313806468647314
Аудиотехника,208269,jabra,48,3,3186.9134999999997,965.1774999999998,19895.976,17.311906359193003
Аудиотехника,207459,hopestar,48,3,4050.7575,2028.3020000000004,26396.754,11.01709533392956
Крупная техника,220077,tox,19,3,3289.564,1281.6149999999998,53593.68000000001,39.2505674481026
Корм для собак,208828,karmy,34,3,3177.6785,1593.6765,26184.702,14.436445225866104
Краски для волос,210647,londa,19,3,4316.741,1938.8539999999998,92929.302,45.70357592681038
Подгузники,212630,moony,35,3,4097.067,1967.6480000000001,27258.862,11.771310214022021
Подгузники,211868,merries,38,3,3917.8135,2110.0425,49418.152,21.563707129121806
Корм для собак,204837,farmina,30,2,2474.6425,1291.9499999999998,28911.621,20.462849568481754
Корм для собак,205297,florida,28,2,2645.0125,793.9550000000004,27105.833,30.808824807451288
Корм для собак,206505,grandorf,44,2,3975.2945,2349.0,44421.358,17.218417837377608
Уход за полостью рта,383609,tiswell,47,2,3363.684,1457.2640000000001,25257.491,15.023912619813567
Аудиотехника,199083,audio technica,62,2,3502.0765,1925.064,45118.956,21.618439438896573
Смарт-часы и браслеты,204023,elari,16,2,3475.029,1211.7694999999999,27537.72,19.857481971612593
Аудиотехника,200724,bowers wilkins,13,2,2511.713,383.39599999999973,7632.656,13.356798192991066
Аудиотехника,202390,creative,20,2,4818.165499999999,1340.8129999999999,35265.695999999996,22.708260212274194
Аудиотехника,203106,dialog,11,2,3079.518,1040.5600000000004,20520.478,16.76112862304912
Детские одежда и обувь,208986,kerry (одежда),25,2,4564.929,1805.804,25222.613,11.439604741156847
Детские одежда и обувь,209594,kuoma,26,2,3808.6625,1379.9515,19420.392,11.313245066946195
Обувь,202744,dc shoes,22,2,4348.109,2342.1595,50983.556,19.911302795561102
Уход за полостью рта,217485,sensodyne,70,2,2936.1544999999996,1246.2199999999998,16818.408,11.139488613567428
Подгузники,229534,каспер (подгузники),37,2,4921.426,2249.1450000000004,58056.822,23.624708944954634
Смарт-часы и браслеты,207943,infinix,43,2,2384.847,1646.5370000000003,18823.294,9.983648712418852
Смарт-часы и браслеты,211969,mibro,26,2,3532.824,2311.275,31558.128,12.125473602232534
Смарт-часы и браслеты,214142,oneplus,12,2,6562.353499999999,2767.6445000000003,95320.864,32.07005469813771
Смарт-часы и браслеты,214199,oppo (электроника),11,2,4887.447,2773.931,114619.614,39.55836212220131
Смарт-часы и браслеты,215274,polaris (бытовая техника),10,2,1332.181,164.9715,3477.933,13.006804205574904
Смарт-часы и браслеты,206042,geozon,14,2,3390.8725000000004,775.9314999999995,12067.802,11.1825973040146
Смарт-часы и браслеты,207014,haylou,15,2,2142.567,936.738,13395.564,12.01296093464768
Уход за полостью рта,211450,marvis,35,2,4075.145,1892.2769999999996,27734.597,12.503165234265389
Средства для умывания и ухода за лицом,204065,elementary,23,2,4011.355,2273.638,25734.494,9.554352539850232
Смартфоны,215815,qin,30,2,3126.6115,1240.4125,25903.757999999998,18.362558020013505
Аудиотехника,336403,zoom (аудиотехника),11,2,2667.593,388.5499999999997,26331.296,60.902594260712945
Дезодоранты,199204,avon (косметика),13,2,3547.739,1247.9589999999998,27388.139,19.103512214744235
Дезодоранты,203627,dry dry,89,2,3597.254,1613.725,26586.712,14.246205518288432
Аудиотехника,219306,tcl (техника),13,2,3188.987,634.2620000000002,11205.038,12.638390759654525
Аудиотехника,220411,ugreen,17,2,2099.776,447.51199999999994,40038.138,84.77618924185275
Одежда,210702,loro piana,17,2,2425.512,1420.9350000000002,20783.978,12.919990006580173
Корм для кошек,200406,blitz (товары для животных),37,2,4069.366,2292.432,76701.321,31.683362908910716
Крупная техника,217282,schaub lorenz,12,2,3132.1769999999997,1548.9954999999995,32991.796,19.27676290860755
Макияж для губ,221223,vivienne sabo,109,2,4467.324,2244.4269999999997,67207.218,27.953635382215595
Одежда,212438,modis,54,2,4145.1125,1814.8705000000002,61974.024,31.863932715860436
Аудиотехника,236987,сбер,128,2,3353.3655,1456.7765,16233.668,8.841646264886892
Аудиотехника,241553,электроника,120,2,6543.2635,1180.4920000000002,37089.038,25.875460824808634
Аудиотехника,216187,redragon,11,2,3618.131,1254.268,28514.552,19.849363134513517
Аудиотехника,216517,ritmix,39,2,3465.094,1623.025,21990.68,11.414233298932547
Малая техника,200799,brayer,50,2,4617.524,2326.372,30876.76,11.28763413589916
Малая техника,200894,brother,26,2,3609.3845,1275.4749999999997,36405.558,25.712909700307733
Малая техника,203262,dji,53,2,4514.862,1747.716,26268.465,12.44687523602233
Одежда,211319,marc opolo,58,2,4197.342,1443.978,20221.915,11.097518798762861
Одежда,208934,kelme,11,2,4328.225,1460.2110000000002,21357.471,11.66218169839838
Одежда,209913,lanny mode,33,2,2891.134,1187.283,18248.38,12.934781345306892
Одежда,206058,gerry weber,30,2,6043.408,3352.92,183410.465,52.89928092528304
Одежда,206223,glissade,14,2,5266.6900000000005,1881.873,152880.21000000002,78.4396821677127
Одежда,206777,hm,78,2,4109.764,1973.2735,26665.209,11.430470738090792
Одежда,206925,happyfox,30,2,4114.8060000000005,1260.6965000000005,25044.422,16.601629337433703
Товары для ухода за телом,205874,garnier,23,2,3314.789,1255.7900000000004,21755.858,14.684835044075836
Товары для ухода за телом,213159,natura siberica (косметика),14,2,3298.719,778.3285000000001,15922.88,16.21957952201416
Корм для кошек,197810,ajo,16,2,3787.9815,688.9749999999999,11213.12,10.777079719873727
Корм для кошек,199217,award,52,2,3221.0915,1820.901,20634.47,9.563056146380282
Одежда,207130,henderson,62,2,3727.8469999999998,1757.406,25949.462,12.644553961918874
Одежда,207883,incanto,58,2,3533.908,1516.1225,30115.548,17.532646603424197
Смартфоны,219518,texet,19,2,3804.1,2115.27,30207.219,12.482150741985658
Смартфоны,222181,yota,22,2,2312.983,775.9545000000002,13748.269,14.737057391896043
Корм для собак,214853,perfect fit,27,2,3743.048,1185.4669999999996,17123.176,11.286799210775166
Корм для собак,219813,titbit,28,2,3127.7664999999997,1914.5399999999997,42206.276,20.411435383956462
Средства для умывания и ухода за лицом,198792,art fact,29,2,3977.653,1469.931,26013.006,14.990739701387346
Женская гигиена,203210,discreet,90,2,3385.9295,1610.7830000000004,49134.256,28.401297071051776
Женская гигиена,213986,ola,22,2,3904.8849999999998,1735.5765,67667.632,36.73865542659745
Товары для стирки,217193,sarma,31,2,5403.824,3231.432,42500.658,11.479998341292655
Смартфоны,232898,мтс,32,2,2749.585,1061.5555000000002,25868.977,21.778787825978007
Детские одежда и обувь,197627,adidas,73,2,3253.275,1565.497,22854.905,12.52102686878352
Аудиотехника,307519,a4tech,17,2,4323.391,1605.8399999999997,21330.807,10.590977930553482
Аудиотехника,311192,урал (аудиотехника),62,2,3398.9065,1671.35,26521.896,13.834917581595716
Одежда,204226,emka,21,2,4850.737,1595.1949999999988,19799.547,9.37114898178593
Одежда,205548,fred perry,63,2,3870.695,1937.976,26877.67,11.87165114531862
Одежда,202273,cos,10,2,2002.4650000000001,290.2049999999999,25745.916,81.81613342292519
Одежда,203135,diesel,42,2,3678.8135,1658.3125,24927.144,12.813224588248596
Крупная техника,213212,navien,41,2,4868.468,2586.691,34961.787,11.633905634650601
Макияж для губ,203189,dior,13,2,4102.275,2076.0419999999995,26084.078,10.588322875934113
Макияж для губ,204439,essence,15,2,5593.36,3164.7529999999997,95934.177,28.54592980874021
Макияж для губ,210920,luxvisage,90,2,4599.9095,2593.3779999999997,29092.86,9.444419787628338
Корм для собак,228595,зоогурман,32,2,2752.3900000000003,1332.8405000000002,19836.21,12.81760270640035
Корм для собак,236432,родные корма,16,2,2184.945,1169.7310000000002,23106.033000000003,17.88538390450454
Краски для волос,202143,concept,80,2,3845.1705,1570.6460000000002,18773.694,9.504702842015321
Краски для волос,202165,constant delight,12,2,4306.836499999999,1042.574,20573.994,15.602880466998025
Одежда,216443,rick owens,31,2,3199.279,2414.427,23034.167,8.215153326234342
Одежда,216570,roblox,18,2,5353.638,3589.321,50599.678,12.605737965481493
Одежда,217234,savage,38,2,2963.3125,1195.5154999999997,13795.424,9.060619874857334
Макияж для лица,211160,revolution,12,2,4807.461499999999,2138.4889999999996,45165.956,18.872434929522672
Макияж для губ,218679,stellary,56,2,4957.7135,2850.0424999999996,189765.06,64.84371601476118
Средства для мытья посуды,198259,amway,24,2,3016.1765,937.319,28147.651,26.812082652757493
Малая техника,208675,jvc,38,2,2768.1675000000005,1698.3405000000002,27033.445,14.287639904954275
Малая техника,210250,leran,17,2,3917.464,1423.891,81705.045,54.6302919254353
Смартфоны,307401,ulefone,110,2,4343.116,2034.775,41790.082,18.403492278015996
Одежда,200461,bmw,22,2,4329.2345000000005,1706.9320000000005,73283.38799999999,40.39654391621926
